"GTA";"Data";"Finalidade";"Machos";"Femeas";"Codigo_Propriedade_Origem";"Propriedade_Origem";"Lat_or";"Long_or";"IBGE_origem";"Municipio_origem";"Codigo_Propriedade_Destino";"Propriedade_Destino";"Lat_de";"Long_de";"IBGE_destino";"Municipio_destino";"Especie"
26274;"29/11/2015";"ENGORDA";971;948;593652;"Propriedade Steve";-20.9691126593045;-55.334543952677;5002704;"Campo Grande";556223;"Propriedade Maragret";-19.2732010318448;-54.2445786326477;5002605;"Camapuã";"Bovinos"
24722;"23/6/2015";"ENGORDA";10;31;561585;"Propriedade Alexander";-19.7804860453456;-54.6358351367681;5007505;"Rochedo";546650;"Propriedade Andrew";-20.8018416714882;-55.4914308620584;5000708;"Anastácio";"Bovinos"
22570;"26/9/2015";"REPRODUCAO";2;1;586713;"Propriedade Shin";-19.5966518236715;-54.6067497593732;5007695;"São Gabriel do Oeste";546650;"Propriedade Andrew";-20.8018416714882;-55.4914308620584;5000708;"Anastácio";"Bovinos"
24221;"4/6/2015";"ENGORDA";69;631;555243;"Propriedade Candy";-21.1133397860595;-55.1733986439599;5005400;"Maracaju";576034;"Propriedade Cordia";-19.8987918545249;-54.8397807743663;5004908;"Jaraguari";"Bovinos"
21622;"5/3/2015";"REPRODUCAO";14;6;585435;"Propriedade Yvonne";-19.8583522312351;-55.5585085832795;5003108;"Corguinho";582801;"Propriedade Petronila";-20.3086509949525;-54.3926750150092;5004908;"Jaraguari";"Bovinos"
10451;"31/1/2015";"ENGORDA";13;5;540676;"Propriedade Ka";-19.7567627681745;-54.6195902485779;5008008;"Terenos";505832;"Propriedade Yen";-20.9305477715169;-55.3502494668059;5007901;"Sidrolândia";"Bovinos"
14706;"14/11/2015";"ENGORDA";3;15;540676;"Propriedade Ka";-19.7567627681745;-54.6195902485779;5008008;"Terenos";505832;"Propriedade Yen";-20.9305477715169;-55.3502494668059;5007901;"Sidrolândia";"Bovinos"
29773;"7/3/2015";"ENGORDA";12;11;540676;"Propriedade Ka";-19.7567627681745;-54.6195902485779;5008008;"Terenos";505832;"Propriedade Yen";-20.9305477715169;-55.3502494668059;5007901;"Sidrolândia";"Bovinos"
15086;"2/4/2015";"REPRODUCAO";2;0;582478;"Propriedade Carmelina";-19.2070403836738;-54.385355265556;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
17188;"4/6/2015";"REPRODUCAO";1;3;525895;"Propriedade Nestor";-19.8630371003635;-53.0977073401462;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
21324;"13/11/2015";"ENGORDA";5;15;555164;"Propriedade Rolande";-19.9382735280415;-55.6554115363476;5008008;"Terenos";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
21748;"27/11/2015";"ENGORDA";6;5;525411;"Propriedade Tambra";-19.4922700870648;-53.8018606452146;5001508;"Bandeirantes";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
27944;"10/5/2015";"REPRODUCAO";4;6;560672;"Propriedade Venus";-20.0476167426302;-53.2954811881754;5001508;"Bandeirantes";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28029;"9/8/2015";"ENGORDA";6;1;514268;"Propriedade Ulysses";-18.6491414074401;-54.5364673803528;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
18248;"4/4/2015";"REPRODUCAO";3;0;560672;"Propriedade Venus";-20.0476167426302;-53.2954811881754;5001508;"Bandeirantes";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
11694;"13/2/2015";"ENGORDA";1;0;542845;"Propriedade Alisa";-20.7180919907577;-53.3628529204482;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
29616;"30/8/2015";"ENGORDA";2;0;560635;"Propriedade Leonore";-20.124534730187;-53.8038785002571;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
23659;"20/3/2015";"ENGORDA";3;0;535623;"Propriedade Antione";-19.157155958521;-53.4376484288645;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
16512;"12/2/2015";"ENGORDA";1;31;542051;"Propriedade Tameika";-20.0646055191508;-54.8037117333136;5003108;"Corguinho";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
20646;"16/3/2015";"ENGORDA";1;2;575850;"Propriedade Demetrius";-20.4324510298621;-53.3536204921243;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28775;"12/4/2015";"ENGORDA";6;0;530711;"Propriedade Dorene";-20.2884780529318;-54.2330580282961;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
15206;"2/1/2015";"ENGORDA";1;14;502912;"Propriedade Carlie";-19.386543903674;-53.3447771760224;5000203;"Água Clara";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
24385;"17/10/2015";"ENGORDA";5;2;558954;"Propriedade Karry";-19.9637782615033;-53.945560124138;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
10495;"29/5/2015";"REPRODUCAO";10;0;544748;"Propriedade Esperanza";-19.4330343464498;-54.6697424579277;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
12680;"12/12/2015";"ENGORDA";24;4;539592;"Propriedade Amee";-20.7487003992831;-53.3810932028651;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
19654;"27/4/2015";"ENGORDA";4;0;554564;"Propriedade Velva";-18.702243142166;-54.2536158190794;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
26613;"18/6/2015";"ENGORDA";2;1;523441;"Propriedade Mae";-20.1762847392434;-53.1977621980226;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
12828;"4/7/2015";"ENGORDA";5;2;514367;"Propriedade Alberta";-19.5077900570902;-54.0539649692245;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
13968;"2/5/2015";"ENGORDA";4;0;573548;"Propriedade Elna";-18.7808181357137;-53.7346651043237;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
18660;"8/3/2015";"ENGORDA";5;0;544430;"Propriedade Brigid";-18.9829040456845;-53.9452003686084;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
29016;"4/7/2015";"ENGORDA";2;1;590608;"Propriedade Howard";-20.3662793230946;-53.7688800567823;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
15596;"13/4/2015";"REPRODUCAO";1;2;594710;"Propriedade Grisel";-19.0212665350492;-53.6399519951829;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
16940;"17/9/2015";"ENGORDA";6;1;537476;"Propriedade Rudolph";-19.8409127760487;-53.1634150619092;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
22596;"26/7/2015";"ENGORDA";23;12;502912;"Propriedade Carlie";-19.386543903674;-53.3447771760224;5000203;"Água Clara";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
18313;"15/1/2015";"ENGORDA";14;19;542051;"Propriedade Tameika";-20.0646055191508;-54.8037117333136;5003108;"Corguinho";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
29340;"9/5/2015";"ENGORDA";1;1;573605;"Propriedade Marin";-19.9468835837764;-53.9507173017341;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
25049;"1/8/2015";"ENGORDA";1;1;553366;"Propriedade Ilse";-20.5714014127837;-53.7291850576119;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
10007;"17/10/2015";"ENGORDA";1;3;575850;"Propriedade Demetrius";-20.4324510298621;-53.3536204921243;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
18322;"24/1/2015";"ENGORDA";11;1;500344;"Propriedade Vasiliki";-20.3592021102953;-53.9511921445414;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
17678;"7/12/2015";"ENGORDA";2;5;505431;"Propriedade Laurie";-19.3567844425435;-53.9948290202942;5007695;"São Gabriel do Oeste";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
21660;"19/12/2015";"ENGORDA";1;1;519873;"Propriedade Elidia";-18.9405907964445;-54.2216933772735;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28222;"10/1/2015";"ENGORDA";6;1;544900;"Propriedade Buddy";-19.5583911906889;-53.9979620807586;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
20925;"11/1/2015";"ENGORDA";3;9;502912;"Propriedade Carlie";-19.386543903674;-53.3447771760224;5000203;"Água Clara";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
29252;"19/6/2015";"ENGORDA";5;5;559140;"Propriedade Dorathy";-20.0903742494655;-55.1829293522212;5003488;"Dois Irmãos do Buriti";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
24246;"12/2/2015";"ENGORDA";1;1;506683;"Propriedade Louanne";-20.8142884907072;-53.67791411858;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
23388;"14/6/2015";"ENGORDA";7;4;525446;"Propriedade Shani";-20.8603458772704;-53.6806281541809;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
13886;"23/10/2015";"ENGORDA";12;2;500344;"Propriedade Vasiliki";-20.3592021102953;-53.9511921445414;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
23122;"13/8/2015";"ENGORDA";3;0;559262;"Propriedade Louvenia";-18.9442385883913;-54.0516783038829;5007695;"São Gabriel do Oeste";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28603;"2/5/2015";"ENGORDA";1;1;531778;"Propriedade Abigail";-20.8276849617252;-53.8035050765669;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
15220;"18/12/2015";"ENGORDA";140;19;551534;"Propriedade Donny";-19.7812042529141;-54.1462043304647;5007695;"São Gabriel do Oeste";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28661;"20/4/2015";"REPRODUCAO";3;8;540536;"Propriedade Azalee";-20.0009541371238;-54.7837943861526;5003108;"Corguinho";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
19084;"7/12/2015";"ENGORDA";4;0;506683;"Propriedade Louanne";-20.8142884907072;-53.67791411858;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
14103;"7/3/2015";"ENGORDA";1;0;551216;"Propriedade Cassandra";-20.0298846985815;-53.7957428823275;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
21905;"27/4/2015";"ENGORDA";8;1;531778;"Propriedade Abigail";-20.8276849617252;-53.8035050765669;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
28496;"21/6/2015";"ENGORDA";1;0;586205;"Propriedade Fairy";-19.109693275361;-54.5168697587183;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
11725;"5/2/2015";"ENGORDA";2;2;544900;"Propriedade Buddy";-19.5583911906889;-53.9979620807586;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
20172;"21/2/2015";"ENGORDA";2;0;572239;"Propriedade Tomeka";-18.994953405553;-54.3637977844557;5003306;"Coxim";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
25935;"25/4/2015";"ENGORDA";66;2;570444;"Propriedade Abdul";-21.5216899254582;-56.0798276300524;5005400;"Maracaju";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
18628;"20/6/2015";"REPRODUCAO";3;2;500344;"Propriedade Vasiliki";-20.3592021102953;-53.9511921445414;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
14102;"23/1/2015";"ENGORDA";1;1;511261;"Propriedade Anneliese";-19.6628349516164;-54.8121962970689;5002605;"Camapuã";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
29360;"14/2/2015";"ENGORDA";3;0;591128;"Propriedade Evia";-20.5182937597501;-53.7656458123824;5007109;"Ribas do Rio Pardo";529801;"Propriedade Jessenia";-21.4671127430303;-55.685928108511;5005400;"Maracaju";"Bovinos"
20637;"29/3/2015";"ENGORDA";56;650;565055;"Propriedade Lida";-19.8793446319442;-55.3757636731308;5008008;"Terenos";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
20530;"26/2/2015";"ENGORDA";1;7;527322;"Propriedade Paris";-21.391419301111;-55.6674728237396;5005400;"Maracaju";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
16713;"2/1/2015";"ENGORDA";38;35;560728;"Propriedade Ezekiel";-21.3444980004305;-55.5849712971849;5005400;"Maracaju";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
27953;"1/6/2015";"ENGORDA";3;27;574839;"Propriedade Guillermo";-21.9900086375484;-55.9525235057015;5004106;"Guia Lopes da Laguna";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
22187;"30/4/2015";"ENGORDA";96;994;501198;"Propriedade Tam";-20.6790302513862;-54.9602346522921;5008008;"Terenos";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
11917;"20/8/2015";"ENGORDA";3;20;560728;"Propriedade Ezekiel";-21.3444980004305;-55.5849712971849;5005400;"Maracaju";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
23347;"11/6/2015";"ENGORDA";32;50;530460;"Propriedade Theodora";-19.7691911153411;-54.5022973794975;5003108;"Corguinho";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
22469;"29/3/2015";"ENGORDA";153;2;524051;"Propriedade Shalonda";-21.34409507767;-55.6997632614328;5005400;"Maracaju";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
22305;"2/2/2015";"ENGORDA";63;106;520982;"Propriedade Edna";-20.0034068832725;-55.2356858628691;5004908;"Jaraguari";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
24776;"9/4/2015";"ENGORDA";56;104;577574;"Propriedade Sarina";-19.7480393454703;-54.4995054786611;5001508;"Bandeirantes";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
25218;"30/8/2015";"ENGORDA";9;51;560728;"Propriedade Ezekiel";-21.3444980004305;-55.5849712971849;5005400;"Maracaju";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
11454;"12/6/2015";"ENGORDA";26;7;590878;"Propriedade Anabel";-20.051909969851;-55.1931691093402;5008008;"Terenos";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
25767;"16/5/2015";"ENGORDA";82;18;505279;"Propriedade Analisa";-21.4058943727743;-56.0422469660145;5002100;"Bela Vista";581642;"Propriedade Carlo";-20.7082012152008;-55.749968547268;5007901;"Sidrolândia";"Bovinos"
14954;"30/8/2015";"ENGORDA";5;1;555317;"Propriedade Carey";-20.5693422062502;-55.0173243202898;5001102;"Aquidauana";540413;"Propriedade Tajuana";-20.6663662242045;-55.8001187470531;5003488;"Dois Irmãos do Buriti";"Bovinos"
23090;"9/5/2015";"REPRODUCAO";10;8;597764;"Propriedade Lindsey";-20.7319456611868;-55.6469407623176;5000708;"Anastácio";540413;"Propriedade Tajuana";-20.6663662242045;-55.8001187470531;5003488;"Dois Irmãos do Buriti";"Bovinos"
14889;"29/11/2015";"ENGORDA";29;23;534135;"Propriedade Ana";-19.8317546494834;-55.0780540121643;5007505;"Rochedo";554097;"Propriedade Luci";-20.9655439894221;-55.8606995356349;5005400;"Maracaju";"Bovinos"
29863;"3/10/2015";"ENGORDA";6;0;584925;"Propriedade Carley";-19.7171437933381;-54.9273765972298;5001102;"Aquidauana";554097;"Propriedade Luci";-20.9655439894221;-55.8606995356349;5005400;"Maracaju";"Bovinos"
19765;"6/3/2015";"ENGORDA";137;30;574092;"Propriedade Ian";-20.2040235986924;-54.8978896232314;5004908;"Jaraguari";559637;"Propriedade Nettie";-20.5711280071208;-55.4411069054215;5003488;"Dois Irmãos do Buriti";"Bovinos"
22482;"3/1/2015";"ENGORDA";40;127;574092;"Propriedade Ian";-20.2040235986924;-54.8978896232314;5004908;"Jaraguari";584718;"Propriedade Allegra";-20.9224166884067;-55.1051794604731;5003488;"Dois Irmãos do Buriti";"Bovinos"
12112;"19/1/2015";"ENGORDA";115;52;574092;"Propriedade Ian";-20.2040235986924;-54.8978896232314;5004908;"Jaraguari";527896;"Propriedade Jonna";-21.2090662853602;-55.1228462079899;5000708;"Anastácio";"Bovinos"
29850;"6/11/2015";"ENGORDA";7;3;505596;"Propriedade Joette";-19.7284860983026;-54.8335272321063;5004908;"Jaraguari";587963;"Propriedade Mariette";-21.05902593708;-55.3289915364866;5005400;"Maracaju";"Bovinos"
26709;"3/1/2015";"ENGORDA";3;0;557521;"Propriedade Cheri";-19.8780091304075;-54.7292913152048;5001508;"Bandeirantes";525647;"Propriedade Melodee";-21.099987267342;-55.6149803733021;5007901;"Sidrolândia";"Bovinos"
25877;"8/11/2015";"ENGORDA";15;2;557521;"Propriedade Cheri";-19.8780091304075;-54.7292913152048;5001508;"Bandeirantes";525647;"Propriedade Melodee";-21.099987267342;-55.6149803733021;5007901;"Sidrolândia";"Bovinos"
18005;"3/10/2015";"ENGORDA";11;4;541750;"Propriedade Tawana";-20.3183002673135;-54.9972604506697;5008008;"Terenos";525647;"Propriedade Melodee";-21.099987267342;-55.6149803733021;5007901;"Sidrolândia";"Bovinos"
11432;"28/2/2015";"ENGORDA";17;177;557521;"Propriedade Cheri";-19.8780091304075;-54.7292913152048;5001508;"Bandeirantes";525647;"Propriedade Melodee";-21.099987267342;-55.6149803733021;5007901;"Sidrolândia";"Bovinos"
15532;"21/2/2015";"ENGORDA";2;8;574818;"Propriedade Karine";-20.2043910201426;-53.800441956161;5000203;"Água Clara";525647;"Propriedade Melodee";-21.099987267342;-55.6149803733021;5007901;"Sidrolândia";"Bovinos"
14194;"29/8/2015";"ENGORDA";28;35;548463;"Propriedade Vanetta";-21.7494261444219;-55.4817551213279;5006606;"Ponta Porã";581495;"Propriedade Devona";-21.9811265330476;-55.9203431845644;5005400;"Maracaju";"Bovinos"
12862;"22/1/2015";"ENGORDA";62;13;548463;"Propriedade Vanetta";-21.7494261444219;-55.4817551213279;5006606;"Ponta Porã";581495;"Propriedade Devona";-21.9811265330476;-55.9203431845644;5005400;"Maracaju";"Bovinos"
16927;"6/8/2015";"REPRODUCAO";6;18;562759;"Propriedade Yolonda";-18.9687885123803;-54.0150520335266;5007695;"São Gabriel do Oeste";542561;"Propriedade Marlena";-21.501017233237;-55.5666879020743;5006606;"Ponta Porã";"Bovinos"
18934;"12/7/2015";"ENGORDA";49;1451;591855;"Propriedade Damien";-21.2084373376911;-55.36684050319;5003488;"Dois Irmãos do Buriti";538287;"Propriedade Wendy";-21.5182821091818;-55.8075372310911;5005806;"Nioaque";"Bovinos"
11781;"24/9/2015";"ENGORDA";358;142;591855;"Propriedade Damien";-21.2084373376911;-55.36684050319;5003488;"Dois Irmãos do Buriti";538287;"Propriedade Wendy";-21.5182821091818;-55.8075372310911;5005806;"Nioaque";"Bovinos"
14897;"30/3/2015";"ENGORDA";95;245;557290;"Propriedade Linette";-21.4970705426648;-55.5008562098551;5005400;"Maracaju";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
23552;"21/6/2015";"ENGORDA";134;366;525138;"Propriedade Aleen";-20.0578341392232;-54.0590814551919;5001508;"Bandeirantes";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
25628;"27/2/2015";"ENGORDA";109;123;525138;"Propriedade Aleen";-20.0578341392232;-54.0590814551919;5001508;"Bandeirantes";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
21440;"30/1/2015";"ENGORDA";88;112;525138;"Propriedade Aleen";-20.0578341392232;-54.0590814551919;5001508;"Bandeirantes";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
21077;"13/3/2015";"ENGORDA";86;206;557290;"Propriedade Linette";-21.4970705426648;-55.5008562098551;5005400;"Maracaju";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
20866;"26/4/2015";"ENGORDA";218;1;564358;"Propriedade Peggy";-20.953638768469;-55.5572857239004;5005806;"Nioaque";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
15384;"1/3/2015";"ENGORDA";267;21;524865;"Propriedade Rikki";-21.2513182149234;-55.7604320145739;5005400;"Maracaju";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
24743;"22/1/2015";"ENGORDA";69;3;526096;"Propriedade Christia";-19.8363988817341;-54.2300059318964;5004908;"Jaraguari";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
20656;"5/1/2015";"ENGORDA";124;1;557290;"Propriedade Linette";-21.4970705426648;-55.5008562098551;5005400;"Maracaju";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
27382;"23/11/2015";"ENGORDA";84;230;557290;"Propriedade Linette";-21.4970705426648;-55.5008562098551;5005400;"Maracaju";536077;"Propriedade Rudolf";-21.0691220266375;-55.583988174832;5003488;"Dois Irmãos do Buriti";"Bovinos"
25978;"9/4/2015";"ENGORDA";15;11;576037;"Propriedade Nia";-20.5691733799176;-55.7091639068572;5008008;"Terenos";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
25093;"23/7/2015";"ENGORDA";17;13;514623;"Propriedade Jake";-20.4554250508099;-55.1672718630505;5008008;"Terenos";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
24783;"23/2/2015";"ENGORDA";7;13;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
10854;"6/8/2015";"ENGORDA";11;9;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
24467;"29/3/2015";"ENGORDA";2;7;577662;"Propriedade Margareta";-20.3595152980837;-55.3205703188803;5003488;"Dois Irmãos do Buriti";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
24481;"8/10/2015";"ENGORDA";11;11;558534;"Propriedade Maranda";-20.9767896789682;-55.5567064865113;5005806;"Nioaque";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
17729;"26/4/2015";"ENGORDA";12;2;595163;"Propriedade Gerda";-20.9242265891862;-55.5455067648964;5005400;"Maracaju";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
11458;"1/6/2015";"ENGORDA";17;11;557910;"Propriedade Marceline";-19.8762071386839;-53.9638518492157;5002605;"Camapuã";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
18798;"10/4/2015";"ENGORDA";32;12;580109;"Propriedade Selene";-21.1756012466026;-55.6223849044096;5004106;"Guia Lopes da Laguna";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
13116;"23/10/2015";"ENGORDA";35;6;532782;"Propriedade Debi";-20.301148189485;-54.9101386165454;5003108;"Corguinho";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
12773;"24/10/2015";"ENGORDA";4;14;533918;"Propriedade Mckinley";-20.2437528927985;-55.1383918863631;5002704;"Campo Grande";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
21460;"18/4/2015";"ENGORDA";9;4;506411;"Propriedade Sulema";-19.9445272961925;-54.9699784213487;5004908;"Jaraguari";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
14325;"9/2/2015";"ENGORDA";2;18;566384;"Propriedade Marleen";-21.1744260692116;-55.8264619220153;5005806;"Nioaque";544348;"Propriedade Raylene";-20.6907483993042;-55.8373366868614;5000708;"Anastácio";"Bovinos"
